Hotel Name,Location,Rating,Room Score,Room Type,Bed Type,Price,City,Country,twins,fulls,queen,king,sofa beds,bunk beds,futon beds,Number of bed
Destination Resorts Phuket Karon Beach - SHA Extra Plus,Karon Beach,7.3,0.0,Standard King Room,1 queen bed,209.612,Phuket,Thailand,0,0,1,0,0,0,0,1
Pamookkoo,Kata Beach,8.1,8.2,Deluxe Premium Room,1 king bed,291.127,Kata Beach,Thailand,0,0,0,1,0,0,0,1
Pamookkoo,Kata Beach,8.1,8.2,Deluxe Premium Room,1 king bed,291.127,Kata Beach,Thailand,0,0,0,1,0,0,0,1
Taris Art Hotel Phrae,Phrae,7.5,0.0,Superior Double Room,1 full bed,51.879,Phrae,Thailand,0,1,0,0,0,0,0,1
Taris Art Hotel Phrae,Phrae,7.5,0.0,Superior Double Room,1 full bed,51.879,Phrae,Thailand,0,1,0,0,0,0,0,1
Happy Home,Ratchaburi,8.4,8.7,Deluxe Double Room,1 full bed,41.922000000000004,Ratchaburi,Thailand,0,1,0,0,0,0,0,1
Happy Home,Ratchaburi,8.4,8.7,Deluxe Double Room,1 full bed,41.922000000000004,Ratchaburi,Thailand,0,1,0,0,0,0,0,1
Novotel Bangkok Suvarnabhumi Airport,Lat Krabang,7.9,8.4,Superior Twin Room,2 twin beds,345.41,Lat Krabang,Thailand,2,0,0,0,0,0,0,2
Novotel Bangkok Suvarnabhumi Airport,Lat Krabang,7.9,8.4,Superior Twin Room,2 twin beds,345.41,Lat Krabang,Thailand,2,0,0,0,0,0,0,2
Pullman Pattaya Hotel G,North Pattaya,7.8,8.1,Deluxe Twin Room,2 twin beds,195.389,Pattaya,Thailand,2,0,0,0,0,0,0,2
INBOX Living Rimkhong,Chiang Khan,8.0,8.2,Superior Twin Room,2 twin beds,39.593,Chiang Khan,Thailand,2,0,0,0,0,0,0,2
INBOX Living Rimkhong,Chiang Khan,8.0,8.2,Superior Twin Room,2 twin beds,39.593,Chiang Khan,Thailand,2,0,0,0,0,0,0,2
ISTY Hotel -SHA Extra Plus,"Si Phum, Chiang Mai",8.6,8.8,Standard Double Room,1 king bed,73.183,Chiang Mai,Thailand,0,0,0,1,0,0,0,1
ARAYA HOTEL,Uttaradit,7.7,0.0,King Room,1 king bed,64.69500000000001,Uttaradit,Thailand,0,0,0,1,0,0,0,1
ARAYA HOTEL,Uttaradit,7.7,0.0,King Room,1 king bed,64.69500000000001,Uttaradit,Thailand,0,0,0,1,0,0,0,1
Glai Gan Place Hotel,Sara Buri,7.5,8.1,Standard Double Room,1 king bed,77.172,Sara Buri,Thailand,0,0,0,1,0,0,0,1
Glai Gan Place Hotel,Sara Buri,7.5,8.1,Standard Double Room,1 king bed,77.172,Sara Buri,Thailand,0,0,0,1,0,0,0,1
Centara Hotel & Convention Centre Udon Thani,Udon Thani,8.4,8.9,Superior Double or Twin Room,1 king bed,135.649,Udon Thani,Thailand,0,0,0,1,0,0,0,1
"Splash Beach Resort, Maikhao Phuket - SHA Extra Plus",Mai Khao Beach,7.4,0.0,Deluxe Twin Room No Balcony,2 twin beds,153.443,Mai Khao Beach,Thailand,2,0,0,0,0,0,0,2
"Splash Beach Resort, Maikhao Phuket - SHA Extra Plus",Mai Khao Beach,7.4,0.0,Deluxe Twin Room No Balcony,2 twin beds,153.443,Mai Khao Beach,Thailand,2,0,0,0,0,0,0,2
BN Resort,Ban Nong Chum Saeng,7.8,0.0,Studio with Lake View,1 king bed,42.052,Ban Nong Chum Saeng,Thailand,0,0,0,1,0,0,0,1
BN Resort,Ban Nong Chum Saeng,7.8,0.0,Studio with Lake View,1 king bed,42.052,Ban Nong Chum Saeng,Thailand,0,0,0,1,0,0,0,1
Khong Chiam Orchid Riverside Resort,Khong Chiam,8.5,8.7,Quadruple Room with Garden View,2 full beds,271.072,Khong Chiam,Thailand,0,2,0,0,0,0,0,2
Khong Chiam Orchid Riverside Resort,Khong Chiam,8.5,8.7,Quadruple Room with Garden View,2 full beds,271.072,Khong Chiam,Thailand,0,2,0,0,0,0,0,2
BlueSotel SMART Krabi Aonang Beach - Adults only - SHA Extra Plus,Ao Nang Beach,8.6,8.9,Double Room with Pool View,   1 double or 2 twins,166.975,Krabi,Thailand,2,0,0,0,0,0,0,2
Baan Sabaijai Resort & Rehab,That Phanom,8.1,8.4,Small Double Room,1 queen bed,45.286,That Phanom,Thailand,0,0,1,0,0,0,0,1
Baan Sabaijai Resort & Rehab,That Phanom,8.1,8.4,Small Double Room,1 queen bed,45.286,That Phanom,Thailand,0,0,1,0,0,0,0,1
The Gems Mining Pool Villas Pattaya - SHA Extra Plus,Nong Prue,9.0,9.3,Topaz Jacuzzi,2 twin beds,400.493,Nong Prue,Thailand,2,0,0,0,0,0,0,2
The Gems Mining Pool Villas Pattaya - SHA Extra Plus,Nong Prue,9.0,9.3,Topaz Jacuzzi,2 twin beds,400.493,Nong Prue,Thailand,2,0,0,0,0,0,0,2
Kalima Resort and Villas Khao Lak - SHA EXTRA PLUS,Khao Lak,8.8,9.1,Deluxe Double or Twin Room,Multiple bed types,267.172,Phang Nga,Thailand,0,0,0,0,0,0,0,0
Rnana Grand,Phangnga,8.1,9.0,Standard Double Room,1 king bed,67.667,Phangnga,Thailand,0,0,0,1,0,0,0,1
Rnana Grand,Phangnga,8.1,9.0,Standard Double Room,1 king bed,67.667,Phangnga,Thailand,0,0,0,1,0,0,0,1
Taakradan Valley Resort  ,Si Sawat,8.0,8.3,Superior Twin Room,2 queen beds,56.069,Si Sawat,Thailand,0,0,2,0,0,0,0,2
Taakradan Valley Resort  ,Si Sawat,8.0,8.3,Superior Twin Room,2 queen beds,56.069,Si Sawat,Thailand,0,0,2,0,0,0,0,2
Jomkitti Boutique Hotel,"Si Phum, Chiang Mai",8.9,9.4,Deluxe King with Balcony,1 king bed,178.274,Chiang Mai,Thailand,0,0,0,1,0,0,0,1
Fortune D Hotel Loei,Loei,7.7,0.0,Superior Double Room,1 full bed,67.293,Loei,Thailand,0,1,0,0,0,0,0,1
Fortune D Hotel Loei,Loei,7.7,0.0,Superior Double Room,1 full bed,67.293,Loei,Thailand,0,1,0,0,0,0,0,1
Pongsin Resort,Khun Han,9.2,9.4,Deluxe Double Room,1 king bed,54.991,Khun Han,Thailand,0,0,0,1,0,0,0,1
Pongsin Resort,Khun Han,9.2,9.4,Deluxe Double Room,1 king bed,54.991,Khun Han,Thailand,0,0,0,1,0,0,0,1
Hotel de l'amour SHA PLUS,Prakhon Chai,8.6,9.1,Premier Suite,2 king beds,184.381,Prakhon Chai,Thailand,0,0,0,2,0,0,0,2
Hotel de l'amour SHA PLUS,Prakhon Chai,8.6,9.1,Premier Suite,2 king beds,184.381,Prakhon Chai,Thailand,0,0,0,2,0,0,0,2
The Harmony Ville,Phitsanulok,8.2,8.5,Deluxe Double Room with Bath,1 queen bed,67.949,Phitsanulok,Thailand,0,0,1,0,0,0,0,1
T2 Adira Pattaya,Jomtien Beach,9.1,9.2,Premier King Room,1 full bed,55.841,Pattaya,Thailand,0,1,0,0,0,0,0,1
Centara Korat,Nakhon Ratchasima,8.9,9.3,Deluxe King,1 king bed,125.46000000000001,Nakhon Ratchasima,Thailand,0,0,0,1,0,0,0,1
Centara Korat,Nakhon Ratchasima,8.9,9.3,Deluxe King,1 king bed,125.46000000000001,Nakhon Ratchasima,Thailand,0,0,0,1,0,0,0,1
Koh Ma Beach Resort - SHA Extra Plus,Mae Haad,7.7,8.1,Deluxe Double Room,1 full bed,118.694,Mae Haad,Thailand,0,1,0,0,0,0,0,1
Koh Ma Beach Resort - SHA Extra Plus,Mae Haad,7.7,8.1,Deluxe Double Room,1 full bed,118.694,Mae Haad,Thailand,0,1,0,0,0,0,0,1
The Ring Border,Ban Khlong Phruan,8.3,8.7,Superior Double Room,1 king bed,61.537,Ban Khlong Phruan,Thailand,0,0,0,1,0,0,0,1
The Ring Border,Ban Khlong Phruan,8.3,8.7,Superior Double Room,1 king bed,61.537,Ban Khlong Phruan,Thailand,0,0,0,1,0,0,0,1
ON Thapae Chiangmai,"Chang Moi, Chiang Mai",9.4,9.7,Standard Double Room,1 king bed,158.50300000000001,Chiang Mai,Thailand,0,0,0,1,0,0,0,1
Feungfah Litz,Phetchabun,8.3,8.9,Standard King Room,1 king bed,44.75,Phetchabun,Thailand,0,0,0,1,0,0,0,1
Feungfah Litz,Phetchabun,8.3,8.9,Standard King Room,1 king bed,44.75,Phetchabun,Thailand,0,0,0,1,0,0,0,1
"Holiday Inn Express Phuket Patong Beach Central, an IHG Hotel - SHA Plus",Patong Beach,8.0,8.5,Standard Room,   1 double or 2 twins,175.43200000000002,Phuket,Thailand,2,0,0,0,0,0,0,2
Chatrium Golf Resort Soi Dao Chanthaburi,Ban Thap Sai,8.7,8.8,Deluxe Mountain View Twin Bed,2 twin beds,192.976,Ban Thap Sai,Thailand,2,0,0,0,0,0,0,2
Chatrium Golf Resort Soi Dao Chanthaburi,Ban Thap Sai,8.7,8.8,Deluxe Mountain View Twin Bed,2 twin beds,192.976,Ban Thap Sai,Thailand,2,0,0,0,0,0,0,2
Baan Nern Khao Resort Pattaya,Ban Huai Yai,9.3,9.4,Two-Bedroom House,2 queen beds,264.926,Ban Huai Yai,Thailand,0,0,2,0,0,0,0,2
Baan Nern Khao Resort Pattaya,Ban Huai Yai,9.3,9.4,Two-Bedroom House,2 queen beds,264.926,Ban Huai Yai,Thailand,0,0,2,0,0,0,0,2
Novotel Bangkok Future Park Rangsit,Pathum Thani,8.7,9.4,Superior Twin Room,2 twin beds,136.364,Pathum Thani,Thailand,2,0,0,0,0,0,0,2
Novotel Bangkok Future Park Rangsit,Pathum Thani,8.7,9.4,Superior Twin Room,2 twin beds,136.364,Pathum Thani,Thailand,2,0,0,0,0,0,0,2
  (StockHome Khao Yai),Khanong Phra,8.9,9.1,Standard Double or Twin Room,1 king bed,135.749,Khanong Phra,Thailand,0,0,0,1,0,0,0,1
  (StockHome Khao Yai),Khanong Phra,8.9,9.1,Standard Double or Twin Room,1 king bed,135.749,Khanong Phra,Thailand,0,0,0,1,0,0,0,1
RED PEARL BEACH RESORT,Chaloklum,8.3,8.5,King Room with Pool View,1 king bed,136.895,Ko Phangan,Thailand,0,0,0,1,0,0,0,1
Thong Nai Pan Beach Residence,Thong Nai Pan Yai,8.9,8.8,Deluxe Double Room with Balcony,1 king bed,194.085,Not specified,Thailand,0,0,0,1,0,0,0,1
Mamaungpaa Hill resort,Ta Khli,8.0,8.0,Triple Room with Pool View,"2 beds (1 twin, 1 queen)",74.399,Ta Khli,Thailand,1,0,1,0,0,0,0,2
Mela Garden Retreat Cottage,Muak Lek District,8.1,8.1,Double Room with Terrace,Multiple bed types,175.288,Muak Lek District,Thailand,0,0,0,0,0,0,0,0
Mookies Bungalows,Ko Mook,9.0,8.9,Bungalow,1 full bed,67.098,Ko Mook,Thailand,0,1,0,0,0,0,0,1
The Garden 304,"304 Industrial Park, Si Maha Phot",8.5,9.1,1-Bedroom Deluxe City View,1 twin bed,98.158,Prachin Buri,Thailand,1,0,0,0,0,0,0,1
Nautilus Right on the Beach - Adult Only - SHA Extra Plus,"Phra Ae Beach, Ko Lanta",9.0,9.1,Standard Double Room,1 king bed,154.88,Ko Lanta,Thailand,0,0,0,1,0,0,0,1
Emporium Suites by Chatrium,"Khlong Toei, Bangkok",8.4,8.7,Deluxe King Room,1 king bed,320.24,Bangkok,Thailand,0,0,0,1,0,0,0,1
"Sarikantang Resort & Spa, Koh Phangan","Leela Beach, Haad Rin",8.3,8.6,Deluxe Double or Twin Room with Pool View,1 queen bed,224.80100000000002,Haad Rin,Thailand,0,0,1,0,0,0,0,1
Siam View Hotel and Residence,Pattaya,8.6,8.7,Standard Double Room,1 queen bed,95.879,Pattaya,Thailand,0,0,1,0,0,0,0,1
